id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	$\alpha{-}cells$|$\alpha{-}cells$	$\alpha{-}cells$|$\beta{-}cells$	$\alpha{-}cells$|$\delta{-}cells$	$\alpha{-}cells$|Acinar cells	$\alpha{-}cells$|Ductal cells	$\alpha{-}cells$|PP cells	$\alpha{-}cells$|Stellate cells	$\beta{-}cells$|$\alpha{-}cells$	$\beta{-}cells$|$\beta{-}cells$	$\beta{-}cells$|$\delta{-}cells$	$\beta{-}cells$|Acinar cells	$\beta{-}cells$|Ductal cells	$\beta{-}cells$|PP cells	$\beta{-}cells$|Stellate cells	$\delta{-}cells$|$\alpha{-}cells$	$\delta{-}cells$|$\beta{-}cells$	$\delta{-}cells$|$\delta{-}cells$	$\delta{-}cells$|Acinar cells	$\delta{-}cells$|Ductal cells	$\delta{-}cells$|PP cells	$\delta{-}cells$|Stellate cells	Acinar cells|$\alpha{-}cells$	Acinar cells|$\beta{-}cells$	Acinar cells|$\delta{-}cells$	Acinar cells|Acinar cells	Acinar cells|Ductal cells	Acinar cells|PP cells	Acinar cells|Stellate cells	Ductal cells|$\alpha{-}cells$	Ductal cells|$\beta{-}cells$	Ductal cells|$\delta{-}cells$	Ductal cells|Acinar cells	Ductal cells|Ductal cells	Ductal cells|PP cells	Ductal cells|Stellate cells	PP cells|$\alpha{-}cells$	PP cells|$\beta{-}cells$	PP cells|$\delta{-}cells$	PP cells|Acinar cells	PP cells|Ductal cells	PP cells|PP cells	PP cells|Stellate cells	Stellate cells|$\alpha{-}cells$	Stellate cells|$\beta{-}cells$	Stellate cells|$\delta{-}cells$	Stellate cells|Acinar cells	Stellate cells|Ductal cells	Stellate cells|PP cells	Stellate cells|Stellate cells
CPI-SS0098B5107	ADCYAP1_SCTR	simple:P18509	simple:P47872	ENSG00000141433	ENSG00000080293	True	False	True	I2D,InnateDB-All	False	1.0	1.0	1.0	1.0	0.658	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.826	0.535	0.231	1.0	1.0	1.0	1.0	0.825	0.534	0.282	1.0	1.0	1.0	1.0	0.97	0.577	0.06	1.0	1.0	1.0	1.0	0.619	0.235	0.0	1.0	1.0	1.0	1.0	0.97	0.829	0.637	1.0	1.0
CPI-SS02928C71A	PDGFB_LRP1	simple:P01127	simple:Q07954	ENSG00000100311	ENSG00000123384	True	False	True	I2D,InnateDB-All	False	0.757	0.97	0.927	1.0	1.0	0.0	0.0	1.0	1.0	0.978	1.0	1.0	0.0	0.0	0.616	0.94	0.918	0.97	0.97	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.051	0.282	0.756	0.465	0.0	0.0	0.745	0.97	0.906	1.0	1.0	0.0	0.0	0.0	0.052	0.0	0.363	0.052	0.0	0.0
CPI-SS006C6537E	MDK_LRP1	simple:P21741	simple:Q07954	ENSG00000110492	ENSG00000123384	True	False	True	I2D,InnateDB-All	False	0.0	0.021	0.234	0.636	0.414	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.979	0.0	0.03	0.03	0.03	0.243	0.081	0.0	0.0	0.03	0.073	0.051	0.214	0.073	0.0	0.0	0.606	0.687	0.717	0.957	0.837	0.081	0.0	0.261	0.415	0.534	0.795	0.706	0.03	0.0	0.889	0.91	0.94	0.97	0.97	0.543	0.0
CPI-SS0339AE950	SIRPA_CD47	simple:P78324	simple:Q08722	ENSG00000198053	ENSG00000196776	False	True	True	curated	False	1.0	0.808	0.312	0.0	0.0	0.718	0.625	1.0	0.928	0.402	0.0	0.0	0.718	0.697	0.94	0.243	0.111	0.0	0.0	0.322	0.475	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.03	0.291	1.0	0.949	0.402	0.0	0.0	0.709	0.757	0.688	0.051	0.081	0.0	0.0	0.142	0.424
CPI-SS0472C478C	BMP7_PTPRK	simple:P18075	simple:Q15262	ENSG00000101144	ENSG00000152894	True	False	True	InnateDB-All	False	1.0	0.91	0.0	0.0	0.0	0.03	0.0	1.0	0.94	0.0	0.0	0.0	0.03	0.0	1.0	0.76	0.0	0.0	0.0	0.03	0.0	1.0	0.91	0.0	0.0	0.0	0.03	0.0	1.0	0.88	0.0	0.0	0.0	0.03	0.0	1.0	0.637	0.0	0.0	0.0	0.03	0.0	1.0	0.274	0.0	0.0	0.0	0.0	0.0
CPI-SS0CB863B46	WNT5A_PTPRK	simple:P41221	simple:Q15262	ENSG00000114251	ENSG00000152894	True	False	True	InnateDB-All	False	1.0	0.82	0.0	0.0	0.0	0.03	0.0	1.0	1.0	0.022	0.0	0.0	0.141	0.081	1.0	0.91	0.03	0.0	0.0	0.162	0.102	1.0	0.91	0.111	0.0	0.0	0.282	0.141	1.0	1.0	0.03	0.0	0.0	0.162	0.081	1.0	1.0	0.112	0.0	0.0	0.15	0.111	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS083CBFACD	MDK_SORL1	simple:P21741	simple:Q92673	ENSG00000110492	ENSG00000137642	True	False	True	InnateDB-All	False	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.546	1.0	1.0	0.0	0.0	1.0	0.97	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.021	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.021	1.0	1.0	0.303	1.0
CPI-SS0D3C90DDA	WISP3_SORL1	simple:O95389	simple:Q92673	ENSG00000112761	ENSG00000137642	True	False	True	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS05A26A1DE	PDGFB_PDGFRB	simple:P01127	simple:P09619	ENSG00000100311	ENSG00000113721	True	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
CPI-SS0FEEB187C	PDGFB_PDGFRA	simple:P01127	simple:P16234	ENSG00000100311	ENSG00000134853	True	False	True	curated	False	0.696	0.577	0.141	1.0	0.606	0.466	0.0	1.0	1.0	0.97	1.0	1.0	1.0	0.0	0.577	0.598	0.325	1.0	0.547	0.535	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.684	0.685	0.492	1.0	0.675	0.655	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	ENSG00000197461	ENSG00000134853	True	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	0.081	1.0	1.0	1.0	1.0	1.0	1.0	0.372	0.231	0.231	0.231	1.0	0.282	0.231	0.03	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.051	0.051	0.051	1.0	0.051	0.051	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SS0CB4F2FE4	PDGFB_ADGRV1	simple:P01127	simple:Q8WXG9	ENSG00000100311	ENSG00000164199	True	False	True	InnateDB-All	False	1.0	0.0	0.03	1.0	1.0	0.0	1.0	1.0	0.0	0.03	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.97	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.645	0.0	0.0	0.783	1.0	0.0	0.94	1.0	0.0	0.051	1.0	1.0	0.0	1.0	0.112	0.0	0.0	0.454	0.796	0.0	0.727
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	ENSG00000110492	ENSG00000106278	True	False	False	curated	False	0.0	0.111	0.03	0.051	0.0	0.081	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.282	0.0	0.03	0.03	0.03	0.0	0.03	0.0	0.03	0.073	0.03	0.073	0.03	0.073	0.0	0.435	0.777	0.606	0.636	0.474	0.696	0.0	0.081	0.513	0.312	0.321	0.111	0.402	0.0	0.787	0.94	0.889	0.94	0.889	0.919	0.222
CPI-SS012AFC842	MDK_ALK	simple:P21741	simple:Q9UM73	ENSG00000110492	ENSG00000171094	True	False	True	curated	False	0.0	0.0	0.0	0.03	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.03	0.03	0.0	0.03	0.0	0.03	0.03	0.03	0.03	0.03	0.051	0.03	0.03	0.03	0.516	0.516	0.465	0.576	0.465	0.606	0.546	0.201	0.201	0.201	0.201	0.201	0.222	0.222	0.859	0.859	0.838	0.859	0.859	0.859	0.859
CPI-SS0D782F60B	WNT4_FZD8	simple:P56705	simple:Q9H461	ENSG00000162552	ENSG00000177283	True	False	True	I2D	False	0.03	0.06	0.06	0.0	0.03	0.03	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	1.0	0.97	0.97	0.97	0.97	0.97	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.123	0.153	0.123	0.093	0.093	0.123	0.123	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0B2D5BA95	WNT5A_FZD1	simple:P41221	simple:Q9UP38	ENSG00000114251	ENSG00000157240	True	False	True	curated	False	0.628	1.0	1.0	0.256	0.291	1.0	0.0	1.0	1.0	1.0	0.727	0.889	1.0	0.103	0.82	1.0	1.0	0.499	0.576	1.0	0.183	0.688	1.0	1.0	0.526	0.573	1.0	0.192	0.949	1.0	1.0	0.517	0.688	1.0	0.081	1.0	1.0	1.0	0.808	0.868	1.0	0.192	0.0	1.0	1.0	0.0	0.0	1.0	0.0
CPI-SS0CA020C34	WNT4_FZD1	simple:P56705	simple:Q9UP38	ENSG00000162552	ENSG00000157240	True	False	True	I2D	False	0.111	1.0	1.0	0.145	0.15	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.97	1.0	1.0	0.94	0.97	1.0	0.858	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.153	1.0	1.0	0.093	0.093	1.0	0.042	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0E7523314	WNT3_FZD1	simple:P56703	simple:Q9UP38	ENSG00000108379	ENSG00000157240	True	False	True	I2D	False	1.0	1.0	1.0	0.367	0.381	1.0	0.0	0.334	1.0	1.0	0.166	0.111	1.0	0.0	0.072	1.0	1.0	0.102	0.03	1.0	0.0	0.162	1.0	1.0	0.166	0.102	1.0	0.0	0.081	1.0	1.0	0.093	0.09	1.0	0.0	0.727	1.0	1.0	0.286	0.441	1.0	0.03	0.868	1.0	1.0	0.466	0.462	1.0	0.051
CPI-SS0D81C6C1D	WNT7B_FZD1	simple:P56706	simple:Q9UP38	ENSG00000188064	ENSG00000157240	True	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.094	0.03	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS01C2BA5C8	WNT5A_FZD2	simple:P41221	simple:Q14332	ENSG00000114251	ENSG00000180340	True	False	True	curated	False	1.0	1.0	1.0	0.03	1.0	1.0	1.0	1.0	1.0	1.0	0.394	1.0	1.0	1.0	1.0	1.0	1.0	0.435	1.0	1.0	1.0	1.0	1.0	1.0	0.393	1.0	1.0	1.0	1.0	1.0	1.0	0.312	1.0	1.0	1.0	1.0	1.0	1.0	0.625	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
CPI-SS0E32BEF02	WNT5A_FZD5	simple:P41221	simple:Q13467	ENSG00000114251	ENSG00000163251	True	False	True	curated	False	1.0	1.0	0.15	0.0	0.0	0.0	1.0	1.0	1.0	0.514	0.0	0.0	0.0	1.0	1.0	1.0	0.423	0.0	0.0	0.06	1.0	1.0	1.0	0.444	0.03	0.141	0.201	1.0	1.0	1.0	0.505	0.0	0.03	0.03	1.0	1.0	1.0	0.655	0.0	0.0	0.06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CPI-SS05550A895	WNT7A_FZD5	simple:O00755	simple:Q13467	ENSG00000154764	ENSG00000163251	True	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0C56C483F	WNT5A_ANTXR1	simple:P41221	simple:Q9H6X2	ENSG00000114251	ENSG00000169604	True	False	True	InnateDB-All	False	0.97	0.09	0.97	0.94	0.526	0.649	0.0	1.0	0.949	1.0	1.0	0.949	1.0	0.0	1.0	0.555	0.97	1.0	0.769	0.85	0.0	1.0	0.564	0.949	0.889	0.79	0.91	0.0	1.0	0.697	1.0	1.0	0.919	1.0	0.0	1.0	0.868	1.0	1.0	1.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0331C5A49	GDF11_ANTXR1	simple:O95390	simple:Q9H6X2	ENSG00000135414	ENSG00000169604	True	False	True	InnateDB-All	False	0.816	0.03	0.747	0.564	0.342	0.273	0.0	1.0	0.838	1.0	1.0	0.94	0.97	0.0	1.0	0.255	1.0	0.889	0.598	0.73	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.384	0.97	0.948	0.636	0.709	0.0	1.0	0.321	1.0	0.948	0.697	0.679	0.0	0.97	0.283	0.898	0.808	0.565	0.616	0.0
CPI-SS0E7CBFD03	WNT5A_ROR2	simple:P41221	simple:Q01974	ENSG00000114251	ENSG00000169071	True	False	True	I2D	False	0.88	0.709	0.12	0.606	0.708	0.0	0.03	1.0	1.0	0.949	1.0	1.0	0.154	0.637	0.94	0.85	0.555	0.777	0.747	0.264	0.435	0.91	0.769	0.513	0.795	0.726	0.333	0.444	1.0	0.97	0.696	0.949	1.0	0.162	0.483	1.0	1.0	0.829	1.0	1.0	0.402	0.685	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS002673EFE	WNT5A_FZD3	simple:P41221	simple:Q9NPG1	ENSG00000114251	ENSG00000104290	True	False	True	curated	False	0.867	1.0	0.0	0.12	0.621	0.0	0.82	1.0	1.0	0.051	0.231	0.784	0.0	1.0	0.948	1.0	0.03	0.252	0.795	0.0	0.91	0.867	1.0	0.12	0.231	0.744	0.06	0.88	1.0	1.0	0.0	0.201	0.745	0.0	0.91	0.97	1.0	0.06	0.201	0.856	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS073F3FAD5	WNT5A_ROR1	simple:P41221	simple:Q01973	ENSG00000114251	ENSG00000185483	True	False	True	IMEx	False	0.0	0.03	0.979	0.709	1.0	0.919	1.0	0.496	0.616	1.0	0.919	1.0	1.0	1.0	0.465	0.435	1.0	0.829	1.0	0.97	0.97	0.414	0.423	1.0	0.82	1.0	0.97	0.97	0.333	0.466	0.979	0.88	1.0	1.0	1.0	0.633	0.706	1.0	0.949	1.0	1.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0179FBFD3	TNFRSF10A_TNFSF10	simple:O00220	simple:P50591	ENSG00000104689	ENSG00000121858	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.628	0.0	0.0	1.0	0.979	0.0	0.06	0.0	0.0	0.0	0.381	0.381	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0AD0ED887	TNFRSF11B_TNFSF10	simple:O00300	simple:P50591	ENSG00000164761	ENSG00000121858	True	False	False	curated	False	0.06	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.97	0.0	0.0	1.0	0.979	0.0	1.0	0.688	0.0	0.0	1.0	0.949	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.949	0.093	0.0	0.0	0.859	0.633	0.0	1.0	0.294	0.0	0.0	1.0	0.859	0.492	1.0	1.0	0.03	0.0	1.0	1.0
CPI-SS0898D7F7F	TNFRSF10B_TNFSF10	simple:O14763	simple:P50591	ENSG00000120889	ENSG00000121858	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.919	0.144	0.0	0.0	0.928	0.684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.264	0.0	0.0	0.94	0.829
CPI-SS01ECFDA18	TNFRSF10C_TNFSF10	simple:O14798	simple:P50591	ENSG00000173535	ENSG00000121858	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.568	0.0	0.0	1.0	0.949	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0E0BCE16F	FGFR1_FGF5	simple:P11362	simple:P12034	ENSG00000077782	ENSG00000138675	True	True	False	I2D,InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.85	0.85	0.85	0.85	0.85	0.85	0.799	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.547	0.547	0.547	0.547	0.547	0.547	0.487
CPI-SS039799099	FGFR1_NCAM1	simple:P11362	simple:P13591	ENSG00000077782	ENSG00000149294	True	True	True	curated	False	0.0	0.0	0.0	1.0	0.022	0.0	0.919	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.91	0.94	0.648	1.0	0.94	0.73	1.0	0.799	0.91	0.717	1.0	0.88	0.636	1.0	1.0	1.0	0.97	1.0	1.0	0.97	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.487	0.637	0.286	1.0	0.577	0.346	0.88
CPI-SS07833475A	FGFR1_FGF7	simple:P11362	simple:P21781	ENSG00000077782	ENSG00000140285	True	True	False	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.85	0.85	0.85	0.85	0.85	0.82	0.799	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.547	0.547	0.577	0.547	0.547	0.547	0.457
CPI-SS038E93B77	FGFR1_FGF9	simple:P11362	simple:P31371	ENSG00000077782	ENSG00000102678	True	True	False	I2D,InnateDB-All	False	0.0	0.0	0.262	0.273	0.201	0.03	0.334	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94	0.649	1.0	0.97	0.97	0.94	0.97	0.88	0.658	0.97	0.97	1.0	0.88	0.97	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.607	0.295	0.667	0.637	0.637	0.517	0.667
CPI-SS0907A7598	FGFR2_FGF9	simple:P21802	simple:P31371	ENSG00000066468	ENSG00000102678	True	True	False	I2D,InnateDB-All	False	1.0	0.0	1.0	1.0	1.0	0.654	1.0	1.0	0.0	1.0	1.0	1.0	0.684	1.0	1.0	0.0	1.0	1.0	0.979	0.604	1.0	1.0	0.03	1.0	1.0	1.0	0.594	1.0	0.0	0.0	0.0	0.03	0.0	0.0	0.03	1.0	0.0	1.0	1.0	1.0	0.552	1.0	1.0	0.051	1.0	1.0	1.0	0.513	1.0
CPI-SS0649EA05F	FGFR4_FGF9	simple:P22455	simple:P31371	ENSG00000160867	ENSG00000102678	True	True	False	I2D	False	0.64	0.0	0.88	0.807	0.919	0.111	0.838	1.0	0.0	1.0	1.0	1.0	0.97	1.0	1.0	0.081	1.0	1.0	1.0	0.949	1.0	0.06	0.0	0.322	0.333	0.312	0.0	0.394	0.0	0.0	0.06	0.03	0.0	0.0	0.09	1.0	0.778	1.0	1.0	1.0	1.0	1.0	0.948	0.231	1.0	0.957	0.978	0.675	1.0
CPI-SS07A9A501C	FGFR3_FGF9	simple:P22607	simple:P31371	ENSG00000068078	ENSG00000102678	True	True	False	I2D,InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.778	0.0	0.97	0.859	0.919	0.171	0.868	0.0	0.0	0.15	0.213	0.051	0.0	0.385	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0BF490275	FGFR1_KL	simple:P11362	simple:Q9UEF7	ENSG00000077782	ENSG00000133116	True	True	False	I2D	False	0.0	0.201	0.201	1.0	0.919	0.0	0.373	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.73	0.94	0.97	1.0	1.0	0.82	1.0	0.748	1.0	0.97	1.0	1.0	0.688	0.94	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.346	0.718	0.688	1.0	0.898	0.376	0.727
CPI-SS06A0B20BD	FGFR2_EPHA4	simple:P21802	simple:P54764	ENSG00000066468	ENSG00000116106	True	True	True	I2D,InnateDB-All	False	0.0	1.0	0.97	1.0	1.0	1.0	0.03	0.0	1.0	0.94	1.0	1.0	1.0	0.0	0.03	1.0	0.919	1.0	1.0	1.0	0.0	0.06	1.0	0.94	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.919	1.0	1.0	1.0	0.0	0.141	1.0	0.949	1.0	1.0	1.0	0.09
CPI-SS0E63AB61E	EFNA2_EPHA4	simple:O43921	simple:P54764	ENSG00000099617	ENSG00000116106	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.484	0.205	1.0	0.282	0.414	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.919	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0EBFE1854	EFNA1_EPHA4	simple:P20827	simple:P54764	ENSG00000169242	ENSG00000116106	True	False	True	curated	False	0.03	1.0	0.949	1.0	1.0	1.0	0.03	1.0	1.0	1.0	1.0	1.0	1.0	0.414	1.0	1.0	1.0	1.0	1.0	1.0	0.739	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.355	0.979	0.898	1.0	1.0	0.97	0.03	0.0	0.06	0.111	1.0	0.06	0.03	0.0
CPI-SS05B4EB419	EFNA3_EPHA4	simple:P52797	simple:P54764	ENSG00000143590	ENSG00000116106	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.829	1.0	0.97	0.97	0.0	0.0	1.0	0.889	1.0	0.94	0.97	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	ENSG00000184349	ENSG00000116106	False	False	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	0.414	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.12	0.24	0.21	1.0	0.21	0.21	0.03	1.0	1.0	1.0	1.0	1.0	1.0	0.979	1.0	1.0	1.0	1.0	1.0	1.0	0.979	0.384	0.85	0.76	1.0	0.82	0.88	0.111	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	ENSG00000125266	ENSG00000116106	False	True	True	curated	False	0.0	1.0	0.859	1.0	1.0	0.97	0.0	0.03	1.0	0.97	1.0	1.0	1.0	0.03	0.042	1.0	1.0	1.0	1.0	1.0	0.03	0.09	1.0	0.949	1.0	1.0	1.0	0.03	0.0	0.081	0.132	1.0	0.141	0.15	0.0	0.09	1.0	1.0	1.0	1.0	1.0	0.03	0.0	0.081	0.081	1.0	0.081	0.081	0.0
CPI-SS0816A4ED4	FGFR4_EPHA4	simple:P22455	simple:P54764	ENSG00000160867	ENSG00000116106	True	True	True	I2D,InnateDB-All	False	0.0	1.0	0.598	1.0	0.739	0.88	0.0	0.072	1.0	1.0	1.0	1.0	1.0	0.03	0.393	1.0	1.0	1.0	1.0	1.0	0.051	0.0	0.202	0.142	1.0	0.081	0.313	0.0	0.0	0.0	0.042	1.0	0.0	0.0	0.0	0.979	1.0	1.0	1.0	1.0	1.0	0.171	0.363	1.0	0.838	1.0	0.94	1.0	0.141
CPI-SS0D1AE5C79	FGFR3_EPHA4	simple:P22607	simple:P54764	ENSG00000068078	ENSG00000116106	True	True	True	I2D,InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.727	1.0	0.829	0.97	0.0	0.0	0.0	0.021	1.0	0.06	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS00D9A0644	FGFR2_CD83	simple:P21802	simple:Q01151	ENSG00000066468	ENSG00000112149	True	True	True	InnateDB-All	False	1.0	1.0	0.141	1.0	1.0	1.0	1.0	1.0	1.0	0.183	1.0	1.0	1.0	1.0	1.0	1.0	0.163	1.0	1.0	1.0	1.0	1.0	1.0	0.231	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.171	1.0	1.0	1.0	1.0	1.0	1.0	0.282	1.0	1.0	1.0	1.0
